N_SOLICITUD_EXP	F_ESTUDIO_EXP	SUBPRODUCTO_EXP	No Tarjetas	Cupos	Ingresos	EDAD_EXP	TIPO_VIVIENDA_VIVE_EXP	N_HIJOS_EXP	VIVIENDA_NUEVA_EXP	CANAL_EXP	GENERO_ACT_	ESTADO_CIVIL_ACT_	TIPO_VIVIENDA_ACT_	NIVEL_ACADEM_ACT_	OCUPACION_ACT_	AnosAntiguedadEmpl	AnosRelacionBanco	MORAMAX 18 meses	Mora Inicial	MORA_ACTUAL	Rodo
148	201310	TarjetaNuestra	2	5,570775	2,1	27	ARRENDADA	0	SI	Preaprobado	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0	0		39	46	0
149	201207	TarjetaNuestra	2	8,5	3,9731	41			NO	Almacen	MASCULINO	CASADO	NO INFORMA	ESPECIALIZACION	EMPLEADO	10,99444444	21,975	2	37		0
150	201207	TarjetaNuestra	2	8,6	1,703942	42			NO	Almacen	FEMENINO	OTRO	PROPIA	PRIMARIA	EMPLEADO	14,00277778	0	0	31	38	0
151	201207	TarjetaNuestra	1	10	5,76483	37			NO	Almacen	MASCULINO	CASADO		BACHILLER	COMERCIANTE	5,966666667	4,744444444	21	39	46	0
152	201207	TarjetaNuestra	1	5,348	2,23	28			NO	Almacen	MASCULINO	SOLTERO		BACHILLER	EMPLEADO	2,6	2,602777778	0	50	57	0
153	201207	TarjetaNuestra	1	7,35	4,28	34			SI	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	7,25	5,069444444		47	54	0
154	201207	TarjetaNuestra	2	3,5	1,34849	30			NO	Almacen	FEMENINO	UNION LIBRE	FAMILIAR	UNIVERSITARIO	EMPLEADO	0,4	1,327777778	0	60	67	1
155	201207	TarjetaNuestra	1	28,4	15	37			SI	Almacen	MASCULINO	SOLTERO	FAMILIAR	ESPECIALIZACION	EMPLEADO		4,988888889		44	51	0
156	201310	TarjetaNuestra	1	3,8	0,7495	29	OTRAS	0	SI	Almacen						0	0		43	50	0
157	201207	TarjetaNuestra	1	10	10	32			SI	Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	1,416666667	5,416666667	0	46	53	0
158	201207	TarjetaNuestra	2	10,36	3,1	29			SI	Almacen	FEMENINO	UNION LIBRE	NO INFORMA	UNIVERSITARIO	EMPLEADO		2,355555556	0	40	47	0
159	201207	TarjetaNuestra	1	5,32	2,5	31			SI	Almacen						0	0		36	43	0
160	201310	TarjetaNuestra	2	3,6608	0,8	50	ARRENDADA	3 Ó MAS	SI	Preaprobado	FEMENINO	SOLTERO		NO INFORMA	EMPLEADO	0	0	0	46	53	0
161	201207	TarjetaNuestra	2	5,6	1,23	41			SI	Almacen	FEMENINO	DIVORCIADO	FAMILIAR	BACHILLER	EMPLEADO	6,416666667	7,355555556	0	35	42	0
162	201310	TarjetaColombia	2	7	5,43	40	ARRENDADA		SI	Preaprobado	MASCULINO	UNION LIBRE		NO INFORMA	EMPLEADO		18,44166667	0	47	54	0
163	201310	TarjetaNuestra	2	5,57	2,46	41	FAMILIAR	0	SI	Preaprobado	FEMENINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	8,655555556	9,802777778	0	43		0
164	201310	TarjetaNuestra	2	6,79	2,529322	26	FAMILIAR	0	SI	Preaprobado	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	1,916666667	2,786111111	0	48	55	0
165	201310	TarjetaNuestra	2	2,5	1,050541	60	FAMILIAR	0	SI	Almacen	FEMENINO	CASADO	FAMILIAR	TECNOLOGO	JUBILADO		30,38333333	0	31	38	0
166	201207	TarjetaNuestra	1	6	2,965	25			NO	Almacen	MASCULINO	SOLTERO	NO INFORMA	NO INFORMA	INDEPENDIENTE	5,497222222	4,263888889	9	47	54	0
167	201310	TarjetaNuestra	2	10,17	11,299222	44	FAMILIAR	0	SI	Preaprobado	MASCULINO	CASADO	FAMILIAR	ESPECIALIZACION	OTRA	11,29444444	16,55833333	0	46		0
168	201310	TarjetaNuestra	2	17,676	4,319	45	FAMILIAR	0	SI	Preaprobado	MASCULINO	CASADO	NO INFORMA	UNIVERSITARIO	EMPLEADO	20,33333333	19,69722222	0	36	0	0
169	201310	TarjetaColombia	1	9,1	6,73228	58	ARRENDADA		SI	Preaprobado	FEMENINO	SOLTERO		BACHILLER	EMPLEADO	3,583333333	0	0	34	41	0
170	201207	TarjetaNuestra	1	11,2	4,81	31			NO	Almacen	FEMENINO	UNION LIBRE		UNIVERSITARIO	EMPLEADO	0,355555556	0	29	59	66	0
171	201310	TarjetaMundo	1	14	7,86	34				Preaprobado	MASCULINO	UNION LIBRE		BACHILLER	INDEPENDIENTE	0	1,591666667	27	48	55	0
172	201310	TarjetaNuestra	2	10	66,906166	45	OTRAS	2	NO	Almacen	MASCULINO	CASADO	PROPIA	TECNOLOGO	SOCIO EMPLEADO - SOCIO		19,01111111	0	35	42	0
173	201310	TarjetaNuestra	2	2,7	0,8412	47	FAMILIAR	1	SI	Preaprobado	FEMENINO	SOLTERO	FAMILIAR	PRIMARIA	EMPLEADO	9,716666667	10,07222222	2	35	42	0
174	201310	TarjetaMundo	1	10	7,1	29				Almacen	FEMENINO	SOLTERO	PROPIA	UNIVERSITARIO	COMERCIANTE		11,26388889	0	60	67	1
175	201207	TarjetaNuestra	1	6,6	3,302	44			SI	Almacen	FEMENINO	SOLTERO		UNIVERSITARIO	EMPLEADO	18,29166667	0	0	41	0	0
176	201310	TarjetaNuestra	2	6,02	0,92066	26	FAMILIAR	0	NO	Almacen	MASCULINO	SOLTERO	FAMILIAR	BACHILLER	EMPLEADO	1,208333333	8,086111111	0	38		0
177	201207	TarjetaNuestra	1	15	6,107748	57			NO	Almacen	MASCULINO	CASADO	PROPIA	TECNOLOGO	EMPLEADO	11,48055556	11,43055556	0	49	56	0
178	201310	TarjetaColombia	1	9,009894	6,204	32	ARRENDADA		NO	Almacen	MASCULINO	SOLTERO	PROPIA	NO INFORMA	EMPLEADO	0	0	49	35	42	0
179	201310	TarjetaNuestra	2	10,5	10,2006	42	PROPIA	2	NO	Preaprobado	MASCULINO	UNION LIBRE	PROPIA	TECNOLOGO	EMPLEADO	1,75	0	2	50	57	0
180	201207	TarjetaNuestra	1	5,95	3,84	49			NO	Almacen	MASCULINO	CASADO	FAMILIAR	TECNOLOGO	INDEPENDIENTE	12,5	10,74166667	0	33	9	0
181	201310	TarjetaMundo	1	30,4	19,037567	41				Preaprobado	FEMENINO	UNION LIBRE	FAMILIAR	TECNOLOGO	EMPLEADO	8,166666667	1,738888889	0	33	40	0
182	201310	TarjetaNuestra	2	4	0,876382	41	PROPIA	1	NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	4,883333333	1,861111111		43	50	0
183	201310	TarjetaNuestra	2	3,5	5	24	FAMILIAR	0	NO	Almacen	MASCULINO	SOLTERO		TECNOLOGO	EMPLEADO	1,452777778	2,402777778	60	35	42	0
184	201310	TarjetaNuestra	2	5,5	1,160193	28	FAMILIAR	2	NO	Almacen	FEMENINO	UNION LIBRE	ALQUILADA	UNIVERSITARIO	EMPLEADO		0	0	37	44	0
185	201207	TarjetaNuestra	1	5	3,174	54			SI	Almacen	MASCULINO	CASADO		UNIVERSITARIO	EMPLEADO	0	3,305555556		38	45	0
186	201310	TarjetaNuestra	2	16,7	19	35	PROPIA	1	NO	Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0,536111111	16,825		31	38	0
187	201310	TarjetaColombia	1	9,85418	9,776	34	PROPIA		SI	Preaprobado	MASCULINO	CASADO		UNIVERSITARIO	EMPLEADO	5,25	0,088888889	0	31	38	0
188	201310	TarjetaMundo	1	40	162,658813	50				Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO	29,08333333	15,32222222	0	46	0	0
189	201310	TarjetaNuestra	2	12	31,524	48	PROPIA	2	SI	Almacen	MASCULINO	CASADO	PROPIA	BACHILLER	RENTISTA DE CAPITAL	0	22,26388889	0	38	45	0
190	201310	TarjetaNuestra	2	5,67	0	25	PROPIA	0	SI	Preaprobado	MASCULINO	SOLTERO	PROPIA	UNIVERSITARIO	RENTISTA DE CAPITAL	0	1,391666667	3	36	43	0
191	201310	TarjetaNuestra	2	8,797	2,2	30	FAMILIAR	0	SI	Almacen	MASCULINO	SOLTERO	PROPIA	TECNOLOGO	EMPLEADO	9,716666667	11,53055556		36	43	0
192	201207	TarjetaNuestra	1	4,9	2,05	44			NO	Almacen	FEMENINO	SOLTERO	ALQUILADA	NO INFORMA	INDEPENDIENTE		13,54722222		34	41	0
193	201207	TarjetaNuestra	1	5,5	2,90592	35			NO	Almacen	MASCULINO	UNION LIBRE	ALQUILADA	UNIVERSITARIO	EMPLEADO	6,427777778	10,31388889	0	39	0	0
194	201207	TarjetaNuestra	1	9	4,325817	55			SI	Almacen	FEMENINO	CASADO		ESPECIALIZACION	EMPLEADO	33,41388889	4,022222222	0	43	50	0
195	201310	TarjetaNuestra	2	8,006	6,171444	40	ARRENDADA	1	NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	10,48333333	18,05277778		31	38	0
196	201207	TarjetaNuestra	1	2,52	3,4	44			NO	Almacen	MASCULINO	UNION LIBRE	PROPIA	BACHILLER	EMPLEADO	4,166666667	0	0	36		0
197	201207	TarjetaNuestra	1	12,6	5	65			NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	9,825	0	303	56	63	0
198	201207	TarjetaNuestra	1	10,15	5,2	32			NO	Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO	1,308333333	3,655555556		34	41	0
199	201207	TarjetaNuestra	1	8,4	6,003	36			NO	Almacen	MASCULINO	CASADO	PROPIA	TECNOLOGO	EMPLEADO	3,825	15,80555556		57	64	1
200	201310	TarjetaNuestra	2	4,02208	0,955	28	FAMILIAR	0	NO	Almacen	FEMENINO	CASADO	FAMILIAR	TECNOLOGO	EMPLEADO	0,280555556	0	0	36	0	0
201	201310	TarjetaPrivada	1	11,55	2	31	PROPIA	0	NO	Almacen	MASCULINO	UNION LIBRE		TECNOLOGO	INDEPENDIENTE	2,108333333	3,625	1	41	48	0
202	201207	TarjetaNuestra	1	3	2,892	29			NO	Almacen	MASCULINO	SOLTERO		UNIVERSITARIO	EMPLEADO		0	0	57	64	1
203	201310	TarjetaColombia	1	21,084	28,2	47	ARRENDADA		NO	Almacen	MASCULINO	NO INFORMA			EMPLEADO	0	18,63333333	65	59	66	0
204	201207	TarjetaNuestra	1	5,5	3,446872	48			NO	Almacen	FEMENINO	DIVORCIADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	13,61944444	15,3	0	37	44	0
205	201207	TarjetaNuestra	1	7,35	4,2	30			NO	Almacen	FEMENINO	SOLTERO	PROPIA	ESPECIALIZACION	EMPLEADO	7,561111111	5,280555556	0	39	0	0
206	201310	TarjetaNuestra	2	5	0,7488	28	FAMILIAR	0	SI	Almacen	FEMENINO	NO INFORMA		NO INFORMA	EMPLEADO		3,063888889	9	59	66	0
207	201310	TarjetaNuestra	2	15	12,65	31	ARRENDADA	1	NO	Almacen	MASCULINO	DIVORCIADO	ALQUILADA	TECNOLOGO	SOCIO EMPLEADO - SOCIO	5,294444444	10,07222222		33	0	0
208	201310	TarjetaMundo	1	7,68	10,1	36				Almacen	MASCULINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	0,497222222	10,28333333	0	33	40	0
209	201310	TarjetaMundo	1	8,24	66,047952	27				Almacen	FEMENINO	SOLTERO		TECNOLOGO	INDEPENDIENTE	4,75	6,102777778	28	34	41	0
210	201310	TarjetaNuestra	1	1,8	1,6314	31	ARRENDADA	1	NO	Almacen						0	0		31	0	0
211	201207	TarjetaNuestra	1	10	15700	37			SI	Almacen	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	SOCIO EMPLEADO - SOCIO	4,5	13,66944444		48	55	0
212	201310	TarjetaNuestra	2	81,65696	20,1	30	PROPIA	0	SI	Almacen	MASCULINO	NO INFORMA	FAMILIAR	UNIVERSITARIO	EMPLEADO	3,488888889	11,49166667	3	43	50	0
213	201207	TarjetaNuestra	2	10	37,8	35			NO	Almacen	MASCULINO	SOLTERO		BACHILLER	INDEPENDIENTE		0	0	35	42	0
214	201310	TarjetaColombia	1	7	6,7	42	ARRENDADA		SI	Preaprobado	MASCULINO	DIVORCIADO		UNIVERSITARIO	EMPLEADO	0	18,71944444	0	44	0	0
215	201310	TarjetaPrivada	1	14	6,120737	32	PROPIA	1	NO	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0	9,727777778	0	44	51	0
216	201310	TarjetaNuestra	1	2,9	1,3667	37	FAMILIAR	1	NO	Almacen	MASCULINO	NO INFORMA		BACHILLER	EMPLEADO	0	0	34	33	40	0
217	201207	TarjetaNuestra	1	5	6,105149	34			NO	Almacen	FEMENINO	SOLTERO	PROPIA	UNIVERSITARIO	EMPLEADO	4,616666667	12,60555556		33	40	0
218	201207	TarjetaNuestra	1	3,99	2,42	30			NO	Almacen						0	0		55	62	1
219	201310	TarjetaNuestra	2	5	8,936	36	PROPIA	1	SI	Almacen	FEMENINO	CASADO	PROPIA	ESPECIALIZACION	EMPLEADO	1,283333333	17,22777778	0	47	54	0
220	201310	TarjetaColombia	2	12,25	13,6714	41	PROPIA		NO	Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO		18,04444444	7	41	48	0
221	201310	TarjetaColombia	1	9,38	4,70016	34	ARRENDADA		NO	Almacen	MASCULINO	DIVORCIADO	ALQUILADA	NO INFORMA	DESEMPLEADO CON INGRESOS	0	0	6	34	10	0
222	201207	TarjetaNuestra	1	2,8	3,5	25			SI	Almacen	MASCULINO	SOLTERO	FAMILIAR	ESPECIALIZACION	EMPLEADO	3,983333333	4,536111111	0	45	0	0
223	201310	TarjetaMundo	1	13,2	17,6	45				Almacen	FEMENINO	CASADO	NO INFORMA	ESPECIALIZACION	EMPLEADO	9,622222222	17,08055556	0	35	42	0
224	201207	TarjetaNuestra	2	8,6	2,25	36			NO	Almacen	FEMENINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	15,75277778	14,40833333	0	36	43	0
225	201310	TarjetaMundo	1	60	84,382583	27				Preaprobado	FEMENINO	SOLTERO	ALQUILADA	NO INFORMA	PROFESIONAL INDEPENDIENTE		7,947222222	0	59	4	0
226	201310	TarjetaNuestra	2	41,5	16,434	34	PROPIA	1	SI	Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	3,1	15,63611111	0	31	38	0
227	201310	TarjetaNuestra	2	3,5	0,614189	61	OTRAS	0	NO	Almacen	FEMENINO	DIVORCIADO	PROPIA	BACHILLER	OTRA	0	11,375	0	41	48	0
228	201310	TarjetaNuestra	2	7,7	10	31	PROPIA	2	NO	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO	1,086111111	1,325	86	44	20	0
229	201310	TarjetaMundo	1	13,52	10,395122	43				Almacen	MASCULINO	NO INFORMA	PROPIA	ESPECIALIZACION	SOCIO EMPLEADO - SOCIO		3,463888889	0	58	65	1
230	201310	TarjetaNuestra	2	10	2,444773	35	ARRENDADA	1	NO	Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0,269444444	9,638888889	0	33	0	0
231	201310	TarjetaNuestra	2	4,4019	0,830083	27	FAMILIAR	1	NO	Almacen	FEMENINO	SOLTERO	PROPIA	NO INFORMA	EMPLEADO		0,744444444	1	51	0	0
232	201310	TarjetaNuestra	2	4,69	1,3	28	FAMILIAR	0	SI	Almacen						0	0		54	61	1
233	201310	TarjetaNuestra	2	0,366366	1,254638	31	FAMILIAR	0	NO	Almacen	FEMENINO	UNION LIBRE		TECNOLOGO	EMPLEADO	5,902777778	5,902777778	0	46	53	0
234	201310	TarjetaColombia	2	8,45	6,956	51	ARRENDADA		NO	Almacen	FEMENINO	NO INFORMA	PROPIA	UNIVERSITARIO	EMPLEADO	0	17,37777778	0	45	52	0
235	201207	TarjetaNuestra	2	6,3	1,729468	40			NO	Almacen	MASCULINO	CASADO	ALQUILADA	UNIVERSITARIO	EMPLEADO		6,466666667	0	39	46	0
236	201207	TarjetaNuestra	1	14	7	45			NO	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	RENTISTA DE CAPITAL	0	18,95		37	44	0
237	201207	TarjetaNuestra	2	4,97	6,6	58			SI	Almacen	FEMENINO	CASADO	PROPIA	ESPECIALIZACION	EMPLEADO		7,122222222		38	45	0
238	201310	TarjetaNuestra	2	9	3,458	23	FAMILIAR	0	NO	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0,633333333	3,258333333		56	63	1
239	201207	TarjetaNuestra	1	6	4,168715	64			NO	Almacen	FEMENINO	DIVORCIADO	PROPIA	ESPECIALIZACION	JUBILADO	42,86666667	20,76666667	0	44	51	0
240	201310	TarjetaPrivada	1	9	32,430416	39	PROPIA	0	NO	Almacen	FEMENINO	SOLTERO	PROPIA	UNIVERSITARIO	INDEPENDIENTE		2,777777778		31	38	0
241	201310	TarjetaNuestra	2	10,5	1,952261	45	PROPIA	1	NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	6,686111111	13,625		50	57	0
242	201310	TarjetaNuestra	2	20	11,956014	38	PROPIA	1	NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	6,208333333	9,030555556	0	32	0	0
243	201310	TarjetaPrivada	2	7,7	3,508666	33	ARRENDADA	0	NO	Almacen	MASCULINO	SOLTERO	NO INFORMA	ESPECIALIZACION	EMPLEADO	7,125	8,927777778	0	31	38	0
244	201310	TarjetaNuestra	2	20	8	52	ARRENDADA	0	SI	Almacen	MASCULINO	CASADO		UNIVERSITARIO	SOCIO EMPLEADO - SOCIO	10,97777778	25,91666667	23	34	41	0
245	201310	TarjetaNuestra	1	2,4026182	1,007	31	FAMILIAR	0	SI	Preaprobado	MASCULINO	NO INFORMA		NO INFORMA	EMPLEADO	0	0,241666667	0	55	62	1
246	201310	TarjetaColombia	2	11	2,67779	33	FAMILIAR		NO	Almacen	MASCULINO	NO INFORMA		NO INFORMA	EMPLEADO	0	0,113888889	0	38	45	0
247	201207	TarjetaNuestra	1	3,3	1,06	58			NO	Almacen	FEMENINO	VIUDO	FAMILIAR	BACHILLER	JUBILADO	0	1,388888889	0	31	38	0
248	201310	TarjetaColombia	1	4,6	3,4216	52	PROPIA		SI	Almacen	FEMENINO	SOLTERO		NO INFORMA	EMPLEADO	0	0,841666667	0	47	54	0
249	201207	TarjetaLocal	1	19,4	23,556627	51					MASCULINO	CASADO	PROPIA	TECNOLOGO	EMPLEADO	29,08333333	1,963888889	118	41	48	0
250	201310	TarjetaMundo	2	20	16,15	52				Preaprobado	MASCULINO	CASADO	ALQUILADA	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO	13,58333333	21,50277778	0	56	1	0
251	201310	TarjetaMundo	1	30,4	15,732	49				Almacen	MASCULINO	CASADO	PROPIA	BACHILLER	EMPLEADO		21,44166667	118	34	41	0
252	201207	TarjetaNuestra	1	4	3,8	39			NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	9,044444444	6,377777778		51	58	0
253	201207	TarjetaNuestra	1	2,5	1,0545	28			SI	Preaprobado	FEMENINO	SOLTERO		BACHILLER	EMPLEADO	0	0	1	35	42	0
254	201310	TarjetaColombia	2	5,78	2,881814	33	ARRENDADA		NO	Almacen	FEMENINO	CASADO			AMA DE CASA	0	6,069444444	0	52	59	0
255	201207	TarjetaNuestra	1	10	24	48			NO	Almacen	FEMENINO	CASADO	PROPIA	BACHILLER	COMERCIANTE	20,41944444	18,18611111	0	55	62	1
256	201207	TarjetaNuestra	1	3,4	28	32			SI	Almacen	MASCULINO	UNION LIBRE	FAMILIAR	TECNOLOGO	INDEPENDIENTE	0,736111111	10,03333333	9	48	55	0
257	201207	TarjetaNuestra	1	7,35	9	23			NO	Almacen	FEMENINO	SOLTERO		UNIVERSITARIO	ESTUDIANTE	22,5	3,963888889		36	43	0
258	201310	TarjetaColombia	1	5,46	3,3803	39	ARRENDADA		SI	Preaprobado	FEMENINO	SOLTERO		TECNOLOGO	EMPLEADO	4,063888889	0,713888889	0	45		0
259	201207	TarjetaNuestra	2	6	4,4	30			SI	Almacen	FEMENINO	CASADO	ALQUILADA	UNIVERSITARIO	EMPLEADO	2,725	8,194444444		53	0	0
260	201310	TarjetaNuestra	2	8	3,679249	50	FAMILIAR	0	NO	Almacen	FEMENINO	SOLTERO	FAMILIAR	BACHILLER	SOCIO EMPLEADO - SOCIO	21,69722222	16,18333333	0	32	39	0
261	201310	TarjetaNuestra	2	5	8,659929	52	PROPIA	2	NO	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	20,91388889	26,08333333	0	48	55	0
262	201310	TarjetaNuestra	3	3,5	2,304	24	ARRENDADA	0	NO	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0,658333333	0,686111111	0	48	55	0
263	201310	TarjetaMundo	1	10	21,1	37				Almacen	MASCULINO	CASADO	ALQUILADA	ESPECIALIZACION	INDEPENDIENTE	3,461111111	12,33888889	0	48	55	0
264	201207	TarjetaNuestra	1	8,4	9,339916	44			NO	Almacen	MASCULINO	NO INFORMA		NO INFORMA	COMERCIANTE	0	0,713888889		31		0
265	201207	TarjetaNuestra	1	6,5	3,2295	38			NO	Almacen	MASCULINO	UNION LIBRE	FAMILIAR	BACHILLER	OTRA	4,5	12,33333333	4	39	46	0
266	201310	TarjetaMundo	1	11,5	3,984	32				Preaprobado	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	6,147222222	7,447222222	26	58	65	0
267	201207	TarjetaNuestra	1	4,45	1,94	30			SI	Almacen	MASCULINO	CASADO	PROPIA	TECNOLOGO	EMPLEADO	3,280555556	0	1	33	40	0
268	201207	TarjetaNuestra	1	10,5	5,13	30			SI	Almacen						0	0		49	56	0
269	201310	TarjetaNuestra	1	1,5	1,36	30	FAMILIAR	0	NO	Almacen	MASCULINO	NO INFORMA	PROPIA	BACHILLER	EMPLEADO	0	0	0	55	62	1
270	201207	TarjetaNuestra	1	3	1,000005	37			SI	Almacen	MASCULINO	CASADO	NO INFORMA	UNIVERSITARIO	EMPLEADO		7,644444444	0	37	44	0
271	201310	TarjetaColombia	1	8	15,04	58	ARRENDADA		SI	Preaprobado	MASCULINO	CASADO	PROPIA	TECNOLOGO	INDEPENDIENTE		20,69444444	0	55	62	1
272	201310	TarjetaLocal	1	10	13,7	42			SI	Almacen	FEMENINO	CASADO	PROPIA	ESPECIALIZACION	EMPLEADO	1,916666667	18,40555556	12	54	61	0
273	201207	TarjetaLocal	1	8	6,504	33					MASCULINO	CASADO		BACHILLER	INDEPENDIENTE		2,891666667	3	50	57	0
274	201310	TarjetaNuestra	2	2,88855	1,2495	27	ARRENDADA	2	SI	Preaprobado	MASCULINO	UNION LIBRE			EMPLEADO	0	4,9	150	42	49	0
275	201310	TarjetaColombia	2	8,26	5,21021	27	ARRENDADA		NO	Almacen	MASCULINO	NO INFORMA			EMPLEADO	0	0	0	39	0	0
276	201207	TarjetaNuestra	2	20,3932096	12,4	36			NO	Almacen	FEMENINO	CASADO	FAMILIAR	TECNOLOGO	EMPLEADO	0,294444444	10,33611111	0	59	66	1
277	201310	TarjetaNuestra	2	12,6	0	42	PROPIA	0	SI	Almacen	FEMENINO	SOLTERO		ESPECIALIZACION	INDEPENDIENTE	4,313888889	6,186111111		45	52	0
278	201207	TarjetaNuestra	1	3	2,875005	30			SI	Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	4,152777778	6,433333333		45	52	0
279	201310	TarjetaMundo	1	16	37,919417	45				Almacen	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	SOCIO EMPLEADO - SOCIO	10,78888889	18,33333333	0	31	7	0
280	201310	TarjetaColombia	1	13,2	5,6582	56	ARRENDADA		NO	Almacen	FEMENINO	SOLTERO		BACHILLER	EMPLEADO	15,75	0	0	48	0	0
281	201310	TarjetaNuestra	2	4,9154	1,131	24	FAMILIAR	0	SI	Preaprobado	FEMENINO	NO INFORMA		NO INFORMA	EMPLEADO	5,441666667	1,030555556	0	51	58	0
282	201207	TarjetaNuestra	1	5,6	2,39181	27			NO	Almacen	MASCULINO	CASADO	PROPIA	BACHILLER	EMPLEADO	0,377777778	0,355555556	0	31	38	0
283	201207	TarjetaNuestra	2	9,1	2,5	29			NO	Almacen	MASCULINO	UNION LIBRE	FAMILIAR	UNIVERSITARIO	EMPLEADO	0,163888889	0,158333333	0	48	55	0
284	201310	TarjetaMundo	2	124,64	115,349457	47				Preaprobado	FEMENINO	NO INFORMA	PROPIA	NO INFORMA	COMERCIANTE		11,74166667	0	45	52	0
285	201310	TarjetaMundo	1	11,2	10,45	37				Almacen	FEMENINO	CASADO		UNIVERSITARIO	PROFESIONAL INDEPENDIENTE		3,505555556	0	31	38	0
286	201207	TarjetaNuestra	1	20,3	9	27			SI	Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	3,5	5,919444444		52	59	0
287	201207	TarjetaNuestra	1	12	46	50			NO	Almacen	MASCULINO	DIVORCIADO	FAMILIAR	UNIVERSITARIO	COMERCIANTE		4,911111111	0	38	0	0
288	201207	TarjetaNuestra	1	4,9	2,5	33			SI	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	6,175	11,23611111		40	47	0
289	201310	TarjetaNuestra	2	5,1	3,726	35	FAMILIAR	1	NO	Almacen	MASCULINO	CASADO	FAMILIAR	TECNOLOGO	EMPLEADO	14,71944444	0,447222222	12	54		0
290	201310	TarjetaNuestra	2	11,2	2,634485	54	FAMILIAR	3 Ó MAS	SI	Almacen	MASCULINO	CASADO	ALQUILADA	UNIVERSITARIO	EMPLEADO	0	9,563888889		45	52	0
291	201207	TarjetaNuestra	1	4,9	2,24752	24			SI	Almacen	FEMENINO	NO INFORMA			EMPLEADO	0	0		38	45	0
292	201207	TarjetaNuestra	1	5	12,389	53			NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	PROFESIONAL INDEPENDIENTE	21,07222222	6,911111111	0	32	39	0
293	201207	TarjetaNuestra	1	5,25	2,7	31			SI	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	5,861111111	9,672222222	0	58	65	1
294	201310	TarjetaMundo	1	46,0164495	5	22				Almacen	FEMENINO	SOLTERO			ESTUDIANTE	0	0	24	47	54	0
295	201207	TarjetaNuestra	1	2,5	0	39			SI	Almacen	FEMENINO	SOLTERO	PROPIA	UNIVERSITARIO	COMERCIANTE	0	11,01111111	0	37	44	0
296	201207	TarjetaNuestra	2	21	7,68	36			SI	Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	13,85277778	7,316666667		50	57	0
297	201207	TarjetaNuestra	1	3,5	2,37	33			NO	Almacen	FEMENINO	DIVORCIADO		UNIVERSITARIO	EMPLEADO	0	2,919444444		31	38	0
